Welcher Leichtathlet schaffte bei Olympia 2000 erstmals 5 Medaillen?;Cathy Freeman;Maurice Greene;Marion Jones;Michael Johnson;3;Sport
Welche Farbe hat der obere mittlere olympische Ring?;schwarz;gelb;grün;rot;1;Sport
Mit welchem Körperteil erzielte Diego Maradona bei der WM 1986 ein Tor?;Hacke;Hand;Hinterkopf;Schulter;2;Sport
Welche Nation schaffte bei den Olympischen Spielen 1986 die meisten Siege?;USA;Griechenland;Deutschland;Frankreich;1;Sport
Kevin Keegan spielte einst bei welchem Verein?;Borussia Dortmund;Hertha BSC;Hamburger SV;FC Bayern München;3;Sport
Wer wurde im Jahr 2002 Fußball Weltmeister?;Deutschland;Italien;Brasilien;Spanien;3;Sport
"Was bedeutet ""egalisieren""?";In Rückstand geraten;Ausgleichen;Auswechseln;Übertreffen;2;Sport
Welcher dieser Vereine war schon einmal deutscher Meister?;Red Bull Salzburg;FC Tirol;Rapid Wien;Austria Wien;3;Sport
Was ist keine olympische Sportart?;Vielseitigkeitsprüfung;Springreiten;Tischtennis;Polo;4;Sport
An welchem Ort fand die Fußball Weltmeisterschaft 2006 statt?;Südafrika;Deutschland;Polen;Italien;2;Sport
Wie sieht das Bergtrikot der Tour de France aus?;Gelb;Gepunktet;Einfarbig;Gestreift;2;Sport
Wie weit ist der Weltrekord im Speerwurf bei den Männern?;98.48 Meter;72.28 Meter;103.30 Meter;96.43 Meter;1;Sport
Wie weit ist der Weltrekord beim Weitsprung der Männer?;6.97 Meter;9.28 Meter;8.95 Meter;8.45 Meter;3;Sport
Welches Angebot findet man heutzutage in vielen Fitness-Studios?;Samba;Zumba;Sumba;Zamba;2;Sport
Wie oft wurde England bereits Fußball-Weltmeister?;1 mal;2 mal;5 mal;3 mal;1;Sport
Wie viele Athleten nahmen für Deutschland an den Winterspielen 2014 in Sotschi teil?;89;101;153;99;3;Sport
"Bei welcher Sportart gibt es den ""Skip""?";Baseball;Curling;Polo;Tennis;2;Sport
Bei wie vielen Herren-Vereinen spielte Franz Beckenbauer während seiner Fußball-Karriere?;5;3;9;4;4;Sport
Wie viele Spiele beim Tennis sind ein Satz?;6;8;2;3;1;Sport
Welches Land hat keine geschriebene Verfassung?;USA;Großbritannien;Deutschland;Schweiz;2;Politik
Welche Organisation befasst sich mit dem Schutz von geistigem Eigentum?;WIPO;UNIDO;UNESCO;ILO;1;Politik
Im Oktober 1981 gab sich die SPD das…?;Eisenacher Programm;Eislebener Programm;Erfurter Programm;Bad Godesberger Programm;3;Politik
In welchem Jahr wurde das Schengener Abkommen unterzeichnet?;1985;1990;1995;2000;1;Politik
Wie heißt das letzte Königreich von Polynesien?;Indonesien;Somoa;Nauru;Tonga;4;Politik
"Der 1. Artikel der Menschenrechte lautet: "" Alle Menschen sind frei und gleich an Würde und…""?";ohne Rechte gebunden;Meinungsfreiheit ausgebildet;Ansehen geboren;Rechten geboren;4;Politik
Welche der Folgenden ist keine Kulturhauptstadt von Europa?;Brüssel;Patras;Matera;Warschau;4;Politik
Wann wurde der Euro als Bargeld eingeführt?;01.01.2001;01.01.2002;01.01.2003;01.01.2004;2;Politik
Wo sitzt das Parlament in Südafrika?;Johannesburg;Pretoria;Kapstadt;St. Petersburg;3;Politik
Wer wurde 1969 der 37. Präsident der USA?;Nixon;Eisenhower;Bush;Kennedy;1;Politik
Wer war 2004 Bundespräsidentin der Schweiz?;Ruth Dreifuss;Ruth Metzler-Arnold;Annemarie Huber-Hotz;Marianne Haider;2;Politik
Welches Land gehörte nicht zu den Gründungsstaaten der EU?;Italien;Belgien;Niederlande;Dänemark;4;Politik
In welchem Bundesorgan sind nur Vertreter der Landesregierungen stimmberechtigt?;Bundesversammlung;Bundestag;Bundesrat;Bundeskabinett;3;Politik
Wann erhielt Willy Brandt den Friedensnobelpreis?;1951;1971;Er erhielt keinen;1981;2;Politik
Welche Partei hat am 07.12.2018 einen neuen Parteivorsitzenden gewählt?;SPD;Piraten;FDP;CDU;4;Politik
Wer ist Bundesminister für Arbeit und Soziales?;Katarina Barles;Hubertus Heil;Willy Brandt;Andrea Nahles;2;Politik
"Welche Parteien wurden im Jahr 2007 zu der Partei ""Die Linke""?";PDS und die Grünen;PDS und WASG;SPD und SPS;SPE und PDS;2;Politik
Wer kann von den Bürgern nicht direkt gewählt werden?;Die Mehrheit im Parlament;Der Bundestagsabgeordnete;Der Landtagsabgeordnete;Der Bundespräsident;4;Politik
Wie viele Bundesländer kamen bei der Wiedervereinigung 1990 dazu?;5;2;3;6;1;Politik
"Von wem stammt das Zitat ""In der Politik geht es nicht darum, recht zu haben, sondern recht zu behalten.""";Konrad Adenauer;Edward Kennedy;Egon Bahr;Dieter Hildebrandt;1;Politik
Welche Farbe hat der Edelstein Saphir?;Blau;Grün;Rot;Lila;1;Wissenschaft
Wie viele Tage hat der Monat November?;31;30;29;28;2;Wissenschaft
Wie nennt man das Ergebnis einer Division?;Dividend;Divisor;Quotient;Quantum;3;Wissenschaft
Seit wann gibt es die Anti-Baby-Pille?;40er Jahre;50er Jahre;60er Jahre;70er Jahre;3;Wissenschaft
Wie nennt man die Lehre von Wissen?;Hermeneutik;Ontologie;Epistemologie;Arachnophobie;3;Wissenschaft
Welche Tiere konditionierte Iwan Pawlow?;Papageien;Katzen;Ratten;Hunde;4;Wissenschaft
Wie heißt der dritte Fall des Deutschen in lateinischer Beschreibung?;Nominativ;Genitiv;Dativ;Akkusativ;3;Wissenschaft
Wer begründete 1948 die Kybernetik?;Ernst von Graz;Erhard Linz;Johann Innsbrucker;Norbert Wieder;4;Wissenschaft
Salomon bedeutet übersetzt…;der Kriegerische;der Friedliche;Gottesgeschenk;Vater der Menge;2;Wissenschaft
Was bezeichnet Ontologie?;Lehre vom Sein;Seelenkunde;Völkerkunde;Lehre vom folgerichtigen Denken;1;Wissenschaft
"Wer prägte den Satz ""Wissen ist Macht""?";Karl Marx;Francis Bacon;Platon;Roger Bacon;2;Wissenschaft
"Woher kommt das Wort ""Basar""?";Aus dem Persischen;Aus dem Arabischen;Aus dem Hebräischen;Aus dem Indischen;1;Wissenschaft
Wenn man eine Behauptung widerlegt führt man diese…;ad absurdum;ad hoc;ad honorem;ad modum;1;Wissenschaft
Was ist Klaustrophobie?;Angst vor Hunden;Angst vor der Universität;Platzangst;Angst vor Spinnen;3;Wissenschaft
Wie misst man das Gewicht von Edelsteinen?;Liter;Meter;Karat;Gramm;3;Wissenschaft
"Wie lautet der Ausdruck für ""aus zwei Elementen bestehend""?";binär;tertiär;rudimentär;polisch;1;Wissenschaft
Was wurde früher als Längenmaß verwendet?;Die Elle;Der Oberschenkel;Die Speiche;Das Schienbein;1;Wissenschaft
Wie verändert sich Wasser, wenn es gefriert?;Es zieht sich zusammen;Es dehnt sich aus;Es wird schwerer;Es wird leichter;2;Wissenschaft
Was wird aus Schwefel, Salpeter und Holzkohle hergestellt?;Kühlmittel;Grillanzünder;Schwarzpulver;Grillkohle;3;Wissenschaft
Wie ist die Abkürzung von Eisen im Periodensystem?;Ei;Fe;E;Ne;2;Wissenschaft
"Aus welchem Land kommt das Gericht ""Nasi Goreng""?";China;Vietnam;Indien;Indonesien;4;Essen
"Was erhält man in den meisten Fällen, wenn man eine ""Schranke"" bestellt?";Pommes mit Ketchup und Mayonnaise;Currywurst;Essiggurke;Hackbraten;1;Essen
Woher stammt die Kartoffel?;Deutschland;Südamerika;Indien;Schweden;2;Essen
Was ist ein typischer thailändischer Salat?;Couscous-Salat;Glasnudelsalat;Fleischsalat;Eisbergsalat;2;Essen
Was ist FuFu?;Eine afrikanische Beilage;Eine türkische Suppe;Eine chinesische Soße;Eine amerikanische Frucht;1;Essen
Wo wurde in Deutschland der erste Döner verkauft?;Mainz;Hamburg;Berlin;Köln;3;Essen
"In welchen Zusammenhang wird der Begriff ""al dente"" verwendet?";Bei Nudeln;Bei Fisch;Bei Fleisch;Bei Brot;1;Essen
In welcher Jahreszeit werden Pilze geerntet?;Frühling;Herbst;Sommer;Winter;2;Essen
Was ist das teuerste Gewürz der Welt?;Pfeffer;Thymian;Safran;Meersalz;3;Essen
Wie lange muss man Nudeln kochen, bis sie gar sind?;19 Minuten;5 Minuten;28 Minuten;Kommt auf die Nudeln an;4;Essen
Welche dieser Früchte hat keine Kerne?;Apfel;Birne;Erdbeere;Pfirsich;3;Essen
Was verwendet man, um Sushi zu rollen?;Bambusmatte;Nudelholz;Teller;Stäbchen;1;Essen
Wie heißt die typisch russische Sommersuppe in Kwas?;Piroschki;Ucha;Vodka;Okroschka;4;Essen
Was verwendet man, um Lebensmittel zu süßen?;Pfefferminze;Zitrone;Stevia;Pfeffer;3;Essen
Wie viel Kakaobutter ist ca. in 100 Gramm weißer Schokolade vorhanden?;38 Gramm;28 Gramm;1 Gramm;48 Gramm;1;Essen
Von welchem Fisch wird Kaviar hergestellt?;Forelle;Goldfisch;Stör;Barsch;3;Essen
Aus welchem Land kommt der Gouda?;Niederlande;Schweiz;Frankreich;Italien;1;Essen
Wo wachsen Erdnüsse?;An Bäumen;In der Erde;In Büschen;Gar nicht. Sie fallen einfach vom Himmel;2;Essen
Woraus wird Zimt gemacht?;Aus getrockneten Blüten;Aus der Frucht;Aus Baumrinde;Aus dem Saft der Pflanze;3;Essen
Wie viele kcal hat ein Gramm Fett?;7;2;12;9;4;Essen
Wie viele Knochen hat der menschliche Körper?;183;91;431;206;4;Der menschliche Körper
Was ist in der Regel am schmutzigsten?;Das Innere einer Handtasche;Der Griff einer Kaffeetasse;Das Smartphone;Die Tischplatte des Schreibtisches;1;Der menschliche Körper
Wo befindet sich die härteste Substanz des menschlichen Körpers?;Gebiss;Steißbein;Schädelknochen;Fußnägel;1;Der menschliche Körper
Wie groß ist die Oberfläche einer Lunge?;24 m^2;70 m^2;86 m^2;39 m ^2;2;Der menschliche Körper
Wie lautet das größte Gelenk des menschlichen Körpers?;Kniegelenk;Ellenbogengelenk;Schultergelenk;Fußgelenk;1;Der menschliche Körper
Wie nennt man die Gefäße, die das Blut zum Herzen hinführen?;Arterien;Kapillaren;Schlagadern;Venen;4;Der menschliche Körper
Was ist ein Appendix?;Wurmfortsatz des Blinddarms;Eine dritte Brustwarze;Ein Teil des Ohres;Das Ende des Rückenmarkstranges;1;Der menschliche Körper
Wo wird der Gleichgewichtssinn des Menschen geregelt?;Am Sehnerv;Im oberen Rückenmark;Im Großhirn;Im Innenohr;4;Der menschliche Körper
Wie viele Liter Blut fließen durch einen ausgewachsenen menschlichen Körper?;3-4 Liter;5-6 Liter;7-8 Liter;9-10 Liter;2;Der menschliche Körper
Wie viel Luft gelangt bei einem Atemzug in die Lunge?;1.5 Liter;0.9 Liter;0.5 Liter;1.9 Liter;3;Der menschliche Körper
Welche Muskelart gibt es im menschlichen Körper nicht?;raue Muskeln;Herzmuskeln;Skelettmuskeln;glatte Muskeln;1;Der menschliche Körper
Welche Aufgaben haben Sehnen?;Sie verbinden Muskeln und Knochen;Sie regeln den Blutdurchfluss des Körpers;Sie leiten Wasser durch den Körper;Sie empfangen Sinneswahrnehmungen;1;Der menschliche Körper
Wie viele Wirbel hat die Wirbelsäule?;24;31;19;27;1;Der menschliche Körper
Mit welcher Geschwindigkeit werden Nervenimpulse weitergeleitet?;ca. 200 km/h;ca. 300 km/h;ca. 400 km/h;ca. 900 km/h;3;Der menschliche Körper
"Wer war Begründer der sogenannten ""Psychoanalyse""?";John B. Watson;Sigmund Freud;Edward Thorndike;Carl Gustav Jung;2;Der menschliche Körper
"Welchen Zustand hat eine Person, welche sich ""echauffiert""?";Sie schmunzelt;Sie ist fröhlich;Sie ärgert sich;Sie plant etwas;3;Der menschliche Körper
Welche Gesamtlänge haben alle Venen im menschlichen Körper zusammen?;etwa 20.000 Kilometer;etwa 100.000 Kilometer;etwa 80.000 Kilometer;etwa 100 Kilometer;2;Der menschliche Körper
Welchen Teil findet man nicht im menschlichen Ohr?;Hammer;Meißel ;Amboss;Rundes Fenster;2;Der menschliche Körper
Welcher der folgenden Begriffe ist kein Fußknochen des Menschen?;Caput tali;Os naviculare;Tacinis;Talus;3;Der menschliche Körper
Wie groß war der größte Mensch aller Zeiten?;2.32 Meter;2.49 Meter;2.72 Meter;2.91 Meter;3;Der menschliche Körper
Janas Mutter hat 3 Kinder: Tick. Trick und …?;Johannes;Track;Jana;Tim;3;Random
Wie viele Monate haben 28 Tage?;1;4;0;12;4;Random
Der Minutenzeiger zeigt auf die 9. etwas später dann auf die 11. Wie viele Minuten sind vergangen?;5;10;2;11;2;Random
Hat dieses Quiz jemals ein Ende?;Man weiß es nicht;Nein;Ja;Vielleicht;3;Random
Was ergibt 2+3*3?;11;8;15;5;1;Random
Welche Zuordnung von Land und Hauptstadt ist falsch?;Singapur - Singapur;Monaco-Monaco;Venezuela - Venezuela;San Marino - San Marino;3;Random
Wie oft kommt der Buchstabe l in  IllIIlIlIIllIl vor?;3;7;8;15;2;Random
Morgen in 5 Tagen ist…;Morgen letzte Woche in einer Woche heute;Letzte Woche vorgestern heute;Vor 3 Tagen übermorgen;In 4 Tagen übermorgen;4;Random
In der wievielten Kategorie befinden wir uns?;15.;7.;13.;17.;4;Random
Welche Zahl folgt als nächstes in der Reihe 1.2.3.5.8.13…?;14;17;32;21;4;Random
